"logFC"	"AveExpr"	"t"	"P.Value"
"SFRP1"	1.18797907074517	0.256166241313726	2.64859386220184	0.0106603500513493
"B3GNT2"	0.524764863677606	0.0695383129411765	2.64093039822817	0.0108748615765148
"UBC"	-0.39736452296139	-0.118861272607843	-2.63826320808982	0.0109504411118058
"HEPH"	-0.636710662594594	-0.30024972254902	-2.63337458684742	0.0110902165838311
"GPC5"	-0.965119353720077	0.0820188310980392	-2.62148195962067	0.0114370839279653
"PLEKHJ1"	0.308332058843629	0.0988517845294118	2.61916297531011	0.0115058641981124
"GPR3"	0.226608485658301	-0.0318237687647059	2.61511836964091	0.0116267300764181
"ZNF467"	-0.281558336108108	0.00577547347058823	-2.61334326765434	0.0116801408454732
"ADAMTS7"	0.221402709303089	-0.00310949562745098	2.60261852110485	0.0120076266766944
"SMPDL3B"	0.507105106333977	0.236869587901961	2.60140038034118	0.0120453480455606
"HTRA2"	0.34156642000193	0.114194176764706	2.59883511696858	0.0121251384725092
"CHRNB4"	0.309817957297297	-0.154385240588235	2.59503447556337	0.0122442403735307
"PLEKHA2"	0.404176281303089	0.0481952997843137	2.59260495324346	0.0123209327388817
"PFDN2"	0.304819409140927	0.18140637545098	2.59077614681826	0.0123789508910237
"AVEN"	0.515515829664093	-0.204824248058824	2.59061367706132	0.0123841172001116
"SMARCA2"	-0.501805869822394	-0.243117173823529	-2.58279659724478	0.0126350225634874
"CCR4"	0.279757132509653	-0.0598276184901961	2.58129983987058	0.0126835889166338
"BLVRB"	-0.644282360611969	-0.262306975941176	-2.58002256480352	0.012725167924422
"DDIT3"	-0.558655209050193	0.0916953997254902	-2.57625531763988	0.0128485265519514
"NAIP"	-0.496088179766409	-0.187887811117647	-2.5714355399495	0.0130079372219207
"PURA"	-0.433243445689189	-0.225874951137255	-2.5531024718056	0.0136308641359557
"MYLC2PL"	0.21277877265444	-0.123912913137255	2.5528393772065	0.0136399977179878
"SOX21"	0.281341744669884	0.0166703491372549	2.5436760997002	0.0139616001742606
"LCN2"	-0.959583531637065	-1.26295933876471	-2.54285401904001	0.0139907866359658
"TMEM30A"	-0.472142698424711	0.412726747	-2.53023490861285	0.0144458110079714
"MET"	-0.517666465322394	-0.0949733997843137	-2.52935060255921	0.0144781955843979
"FLJ10241"	-0.430035975992278	0.191480323686275	-2.52850146484932	0.0145093542116227
"ALOX12P2"	-0.512236070517375	-0.274904510333333	-2.52800097107569	0.0145277480263103
"NMUR1"	0.673020943644788	0.0386471170588235	2.52754722611912	0.0145444420363777
"PRCC"	0.253425076266409	0.265821864156863	2.52513228248309	0.0146335847983224
"CFI"	-1.07718235245753	0.00276794388235295	-2.52236733616309	0.0147362553753973
"UST"	0.447097619799228	0.0925034054313725	2.5176811769176	0.0149117586476763
"RASSF7"	-0.449774493872587	-0.218520377392157	-2.50894044482503	0.0152441814919899
"SEMA4D"	-0.35277301165444	0.0159073840392157	-2.50864202540512	0.015255648408979
"TNFSF15"	-0.361759869125483	-0.170710334686275	-2.50790076937154	0.0152841653582371
"LMX1B"	0.219086069389961	-0.0468492147254902	2.49985820048964	0.015596689927684
"CES2"	-0.286409842776062	-0.211820530862745	-2.49168968241383	0.0159200184749421
"DKFZP586H2123"	-0.755163688324324	-0.293653567686274	-2.48730988994577	0.0160958665471662
"CAPNS1"	-0.365364701293436	0.0185247493529412	-2.48685895886553	0.0161140707354684
"MDK"	-0.62999846173166	0.454366037745098	-2.48523701247668	0.0161797030832798
"SFRS2B"	0.411107460434363	0.147254210705882	2.48504228165551	0.0161875991294359
"TNFSF8"	0.989951829971042	0.0313924799803922	2.48103471888101	0.0163508753715487
"PAK4"	-0.342334916416988	0.224809423921569	-2.48040241208631	0.0163767723581763
"RMND5A"	0.353229272667953	0.350566075568627	2.48037759206571	0.016377789651647
"TMEM53"	0.350860689984556	0.0394343289411765	2.47970857740109	0.0164052319545201
"AVIL"	-0.445840100544402	-0.162082982607843	-2.4790773112883	0.0164311639471588
"CLCN5"	-0.587408018610039	0.157400948313725	-2.4789556488737	0.0164361660138583
"DYNC1LI2"	-0.304289834401544	0.109047247196078	-2.47784771101769	0.0164817814828798
"SIRT5"	-0.41386214711583	0.00109072211764706	-2.46918356442029	0.0168424607673056
"CPZ"	0.546047344106178	-0.181786439529412	2.46419328291602	0.0170534211494222
"RPS15"	0.278093524071429	-0.0465929842352941	2.45846028475751	0.0172987211381381
"AARS"	-0.325971541646718	0.19162253045098	-2.45608816180673	0.01740114587202
"RAB40A"	-0.192871197476834	-0.00482590219607843	-2.45592631217318	0.0174081541942617
"RANBP10"	-0.26628232199807	-0.00230042721568627	-2.45556653381717	0.0174237422365991
"HIST1H4L"	0.673748153528958	0.82463430127451	2.45310441795545	0.0175307561517407
"ZNF131"	-0.374265929399614	0.244761925862745	-2.45006635484434	0.0176636199185061
"GSCL"	0.332291716714286	-0.08680183	2.44333135281706	0.0179614046463689
"TENC1"	-0.345294443567568	-0.244524813431373	-2.44005442457876	0.0181079221108605
"MEX3D"	0.340487071183398	-0.000404031392156868	2.43987586482649	0.0181159366932701
"CALML3"	0.307048899741313	-0.0650664197647059	2.43960716482739	0.0181280032071022
"TLR1"	-0.452496302411197	-0.476508847196078	-2.43931022142075	0.018141346469549
"CDK5R2"	0.205449160965251	-0.107543145215686	2.43853202096546	0.0181763571827613
"CHI3L1"	-0.920160582743244	-0.695743443901961	-2.43785562711238	0.0182068371137331
"FLJ13231"	-0.417502856710425	-0.0438742127647059	-2.43471935891449	0.018348767364551
"GALR3"	0.296322296181467	-0.0273028529019608	2.43129659155328	0.0185047993341013
"C20ORF3"	0.357684753050193	0.354913445803922	2.428886344762	0.0186153897098928
"GLCE"	0.637559771550193	0.226090472254902	2.42881480277667	0.0186186813732146
"GCOM1"	0.301664593150579	0.0211066864509804	2.42848542391596	0.0186338429302865
"SV2A"	0.544772548206564	0.237288577254902	2.4234153830715	0.0188686268172701
"ABCC4"	-0.713578523320463	-0.056340745627451	-2.42180772069978	0.0189436284402192
"SEMA6C"	0.397931340861004	0.362326462921569	2.42072407609808	0.0189943344727591
"C1ORF164"	0.398092356447876	0.0296229435490196	2.41965067326491	0.0190446815946752
"SGK2"	-0.635972740021236	0.0318307102156863	-2.41873547976676	0.0190877027917225
"GSG1"	0.179062422415058	-0.0413226740196078	2.41776698553926	0.019133324702642
"AES"	0.355511208484556	-0.215482968137255	2.41562845171998	0.0192344100093397
"AMIGO2"	-0.923308238812742	-0.223720145568627	-2.41294787605129	0.0193617948553638
"TNR"	0.161780230517374	-0.105627906588235	2.41257448251334	0.0193795991063656
"SERPINB1"	-0.615501004361004	-0.653080338588235	-2.41107814722222	0.0194510955135517
"CHST5"	-0.329602117918919	-0.0154366518431373	-2.40425607223879	0.0197800743471016
"MPHOSPH10"	0.321369523565637	0.13345446854902	2.40238216719007	0.0198713098775359
"ELMO1"	-0.394186424376448	-0.312709851901961	-2.39930989274081	0.0200217088931212
"SLC3A2"	-0.30002829469305	-0.0608666557254902	-2.39534848517741	0.0202171424704433
"SEMA3G"	0.429412712067568	0.0653463768235294	2.39484506754847	0.0202421005059831
"COX10"	0.256948587212355	0.129203556509804	2.39089070262945	0.0204391105548297
"KLK11"	-1.07282198387645	-0.49568413327451	-2.3857436410732	0.0206981182268036
"IRAK3"	-0.560456986046332	-0.205827550156863	-2.38485136759045	0.0207433169423105
"PKP1"	0.239669602444015	0.0176460298431373	2.38374989059462	0.0207992350692954
"GJA1"	-0.89499271977027	0.153538726254902	-2.38052814086151	0.0209635687063376
"HSPA1L"	-0.442408380737452	-0.017527646254902	-2.38001458527668	0.0209898712210224
"TFDP2"	0.487516143233591	0.45730144072549	2.37994435797149	0.0209934703155158
"FLJ10154"	-0.472092232129344	0.0499473284117647	-2.37921254664341	0.0210310080056547
"ERBB4"	-0.865050293702703	0.146434350196078	-2.37855167564384	0.0210649585538683
"NPM3"	0.377679434194981	0.00571285958823529	2.37695819850875	0.0211470214491637
"RNF170"	0.432746365478764	0.00402466131372549	2.37356633669799	0.0213226544983179
"WSCD1"	0.619472820166023	0.218457249803922	2.37266113877019	0.0213697466987307
"AHNAK2"	-0.874344494916988	-0.635591155156863	-2.37109522081291	0.0214514323823639
"TUBB4"	0.371105718084942	0.160659814392157	2.35939352961089	0.0220707539327413
"IFRD1"	-0.434704332702703	-0.0365415654313725	-2.35239110576924	0.0224489699955611
"RNF186"	-0.162095466420849	-0.00106085756862745	-2.3523051571313	0.0224536480595824
"TRHDE"	0.767174980351352	-0.0722019559215686	2.35074892106154	0.0225385027421219
"TMEM149"	-0.586849232138996	-0.172176346078431	-2.3485592476698	0.0226583815139653
"GHRHR"	0.178441212453668	-0.0886814165686274	2.3439638279769	0.0229118236135043
"PROX1"	0.473200658608108	0.0901632169019608	2.34106820757395	0.023072818202037
"TKTL1"	2.449973421861	1.12063288521569	2.33751615667335	0.0232716897307101
"KLK10"	-0.502491182198842	-0.503873801627451	-2.33746900622592	0.0232743398452793
"TBX1"	0.290388479463321	0.0132134996666667	2.33414769729394	0.0234616952022216
"GRAP"	0.216328833017375	-0.0660249674117647	2.33283170847695	0.0235363019695836
"C1ORF217"	-0.418205070011583	-0.115334630470588	-2.33277596895034	0.0235394666560429
"LYRM2"	-0.325801822395753	0.368726118941176	-2.33250100689423	0.0235550835556909
"LPPR4"	-0.563248112739383	-0.553815482176471	-2.33001835879178	0.023696508738607
"INE1"	-0.438398668750965	-0.216502012490196	-2.32997803768097	0.0236988118901318
"NUDT2"	-0.370042648942085	-0.0925590134901961	-2.32845944525303	0.0237856998435346
"EFNB2"	-0.709692612965251	0.149184841078431	-2.32813347680353	0.0238043875098377
"TP53I3"	0.55942300003668	0.435440473941176	2.3277903931813	0.0238240705345431
"NDOR1"	0.203034624525097	-0.0563863758431373	2.32777439224286	0.0238249888775442
"GNAT2"	-0.505226411084942	0.0676090734705882	-2.32665605440888	0.0238892520290236
"TCTN1"	-0.473105270849421	0.261281603	-2.32363613204893	0.0240635594827483
"SCLY"	0.258163309982625	0.0442479575490196	2.32306365998245	0.0240967297293941
"ACTN4"	-0.412059694772201	0.0135540914705882	-2.31797624685352	0.0243933014811945
"SH3BP1"	0.330620879754826	-0.0876075636666667	2.31653320229687	0.0244780144215244
"STAU2"	-0.288565365706564	0.118575034176471	-2.31481504596601	0.0245792195546127
"NINJ1"	-0.37996019307722	-0.33331812345098	-2.31478358571536	0.0245810761401552
"UBAP2"	-0.309480238071429	0.0919114735294118	-2.31099019205423	0.0248058565234087
"PCDHGA9"	-0.469968341420849	-0.0415876581176471	-2.30897659619782	0.0249259162224173
"ADRA1D"	0.168679629648649	-0.101946523588235	2.3080125278198	0.0249835813821389
"ALDH4A1"	0.334117925758687	0.0911094843137255	2.30348209336608	0.0252561608310986
"PRMT2"	-0.295059316830116	0.0798976237647059	-2.30056794029047	0.0254328910435599
"B4GALT3"	0.296838619426641	0.130788513431373	2.29641362667757	0.0256867345251743
"CYP4F11"	-0.50326987823166	-0.243667548647059	-2.29400883176067	0.0258347041455702
"CELSR2"	-0.35065414984749	-0.162877387	-2.29343952409327	0.0258698450759132
"PLD3"	-0.603082428096525	0.39953850572549	-2.29001425343986	0.0260821712887995
"RYK"	0.31553872354054	0.0838501805882353	2.28253570316873	0.0265511463056849
"PPFIA2"	-0.155994320891892	-0.0761421635490196	-2.28108928917305	0.026642710025713
"DGKB"	-0.396239399492278	-0.0599204847254902	-2.27714283003725	0.0268939651089078
"AATK"	0.395899445233591	0.138266769921569	2.27704686705197	0.0269001008072915
"AVP"	0.226090759098456	-0.0413719870784314	2.27618122940038	0.026955504317121
"RPL39L"	-0.455086050700772	0.575432901941176	-2.27569469652197	0.0269866884061789
"SH3BP4"	0.493804710982626	0.181506413333333	2.27412050744739	0.0270878049334218
"FLJ30092"	-0.352766241891892	0.005356178	-2.2718538916031	0.027233989758006
"ZNHIT4"	0.259337401399614	0.0379833214509804	2.27116332720354	0.0272786665201216
"SETMAR"	0.308083869418919	0.274785268666667	2.270069951019	0.0273495366598887
"MAGEB2"	0.775497481756757	-0.0778104310980392	2.27006159143113	0.0273500791381794
"ATP13A2"	0.305670241656371	-0.00179764341176471	2.26664755198538	0.0275724262296646
"LCP1"	-0.790146743361004	-0.275728717156863	-2.26429154725895	0.0277268003223128
"CCR1"	-0.336471701262548	-0.595807915333333	-2.26403665769745	0.0277435475025895
"PPM1G"	0.29240483096139	0.294036471137255	2.26038814485658	0.0279842535832345
"TTC35"	-0.337727476866795	-0.365974783372549	-2.25893281292404	0.0280807828219693
"UNC93A"	1.03200425093822	0.466592061490196	2.25893007746887	0.0280809645368482
"LRRC36"	-0.346039673216216	-0.143210687627451	-2.25878861704475	0.0280903631012424
"NXN"	0.499405428484556	0.117206862980392	2.25531508781218	0.0283220194857522
"SP2"	-0.292410625507722	0.0738574353921569	-2.25411570985323	0.0284024007291367
"AMT"	-0.607661447592664	-0.0763830624509804	-2.25371919865449	0.0284290189913386
"DNAJC10"	0.428135607341699	0.364934847352941	2.25202729416641	0.0285428471124342
"THBS4"	0.933259658027027	0.787397178705882	2.25079754163387	0.0286258357849535
"P2RY5"	-0.638279223523166	-0.543577174901961	-2.24844985689348	0.0287848608471423
"CETN1"	0.180665099166023	-0.0303761946470588	2.24622589707701	0.0289362263965757
"NEUROG3"	0.283654738474903	-0.0698595705490196	2.24542596097556	0.0289908431946329
"CHRNA9"	0.198633733111969	-0.0791214174117647	2.24458548728373	0.0290483260791648
"LOH3CR2A"	-0.460538375455599	-0.315365789117647	-2.24273357775484	0.029175340830268
"C1ORF76"	0.182399250397683	0.0122458749215686	2.2427057387319	0.0291772539380032
"DCX"	0.774850479233591	0.120058351960784	2.24186085506098	0.0292353675038051
"CLIP2"	0.339049416472973	0.0435953698627451	2.23928413526704	0.0294132350418266
"PRRC1"	-0.293107344138996	-0.122390838	-2.23917829279876	0.0294205616403049
"PAF1"	-0.505723990277992	0.33433585672549	-2.23346383408473	0.0298185314953396
"CACNG2"	0.21139180980888	-0.0651126433333333	2.23129809831117	0.0299705987747525
"SLC5A6"	0.409106182067568	0.379343275254902	2.23102967027213	0.0299894941532118
"CLGN"	-1.07697022674131	-0.0387755837450981	-2.2298162140577	0.0300750441390473
"SELL"	-0.380087649779923	-0.413040834862745	-2.22786621401906	0.0302129732882118
"PRAME"	0.797393615897684	0.646844029607843	2.22595483195861	0.0303487132562296
"DGKD"	0.314376498241313	0.169182490862745	2.22488940651087	0.0304246099347716
"BCAN"	0.297148580256757	-0.142030430254902	2.22463890487757	0.030442479013323
"NHLH1"	0.187331306637066	-0.0831642130980392	2.22245418565487	0.0305987155522366
"GABRD"	0.189788303762548	-0.133924501352941	2.22003209025404	0.0307727553439224
"IFI35"	-0.670424373287645	-0.300516941039216	-2.21978477802226	0.0307905750826905
"CD81"	-0.380893303832047	-0.316054093960784	-2.21971481882186	0.0307956175490869
"RNF2"	0.292845545859073	0.268143531156863	2.21469947574298	0.0311590154112957
"SRPRB"	0.368414787434363	-0.114487237588235	2.21404926563954	0.0312064039868134
"GPRIN2"	0.441698071057915	0.0689388463921569	2.2118382424577	0.0313680240021488
"ULK2"	-0.403701918787645	0.0876175416470588	-2.21171217011241	0.0313772617842338
"RRAS"	-0.602167359766409	-0.432618867019608	-2.21007074075212	0.0314977546324963
"FBXW7"	0.295748188650579	0.0735354804117647	2.20604117028201	0.0317952874622238
"WDR91"	-0.319083121009653	-0.296469221901961	-2.20574417829104	0.0318173143427588
"OAS3"	-0.76149359919305	-0.236875512980392	-2.20406729927505	0.0319419354408394
"CSAD"	-0.43000887134749	-0.128376478039216	-2.20395839433962	0.0319500438260811
"PODXL2"	0.401430430034749	0.324530012745098	2.20276857905924	0.0320387483973065
"COL7A1"	-0.335528096839768	-0.0282629170196078	-2.20267459785272	0.0320457642449093
"RTF1"	0.280472440445946	0.0942202076862745	2.19968657266056	0.032269532459661
"AKR7A2"	0.239138725689189	0.210018917509804	2.19579971321006	0.0325626733589846
"DNAJA1"	-0.353308092169884	0.226100736921569	-2.19415469855653	0.0326874428427418
"G0S2"	-0.49442015473166	-0.403262804784314	-2.19203022207622	0.0328492011787621
"IL1RAP"	-0.638084838357143	-0.282821923862745	-2.19069677689387	0.032951089915967
"KRT33B"	0.198263378951738	-0.0960443853137255	2.18906572940945	0.0330760968390979
"FRS2"	0.384225268712355	0.191988349392157	2.18821346926123	0.0331415818153638
"CTSB"	-0.454190077882239	-0.247694872411765	-2.18748869874471	0.0331973606777654
"ZNF557"	0.344798262569498	-0.224836676333333	2.18740621797368	0.033203713692649
"C9ORF9"	-0.404789756353282	0.0182410019215686	-2.18439782493546	0.0334361654026637
"PDE1C"	0.413384741245174	-0.224713128196078	2.18346131022416	0.0335088195188867
"STYXL1"	-0.405232724054054	-0.133870863568627	-2.18200603914211	0.0336219940576888
"TSSC1"	0.371780534683398	0.404518510137255	2.18150391113259	0.0336611218720357
"LOC63920"	-0.482501060559846	0.315945609176471	-2.17974808075877	0.0337982583307724
"MYL7"	0.513797786042471	0.00645332474509804	2.17720487289757	0.0339977631549834
"GDNF"	0.222045386567568	-0.0868935600392157	2.17407725046763	0.0342445325082256
"RNASEH1"	0.323779249241313	0.290280890196078	2.17303243133922	0.0343273189050377
"PSMD8"	-0.4200290423861	0.251200964176471	-2.17290963509155	0.0343370602282873
"S100A11"	-0.469533161397684	-0.365824821529412	-2.17179894738031	0.0344252806009684
"MGLL"	-0.476163797928572	-0.629334243803922	-2.17140500388248	0.0344566188110659
"DLGAP2"	0.204167752548263	-0.0604765446862745	2.17120875153936	0.0344722400422934
"NOV"	-0.520777052859074	-0.0807870484509804	-2.17019731662021	0.0345528466576782
"ZNF83"	-0.408569001635135	-0.155884003392157	-2.17009350298696	0.0345611294828345
"PRKAA1"	-0.378239398951738	-0.0941050926470588	-2.16863657580603	0.0346775553877905
"AUP1"	0.297962518391892	-0.0547923523921569	2.16815529206621	0.0347160913666924
"MARCH2"	0.441464619986486	-0.153779588215686	2.16744225483791	0.0347732528146404
"NTN2L"	0.202497634689189	-0.116112362196078	2.16565260332802	0.0349170866467716
"CPOX"	0.285868981864865	0.164251410294118	2.16270421886242	0.035155187372579
"SLC5A3"	-0.405545551629344	0.087615361627451	-2.16266934759402	0.0351580119587481
"RPLP1"	0.310484752940154	-0.101716738647059	2.1620968948191	0.0352044093503451
"B3GALT2"	0.306748462341699	-0.0456362600196078	2.15896553465406	0.0354591591778371
"NNMT"	-0.893630014677606	-1.76660373221569	-2.15807493999262	0.0355319078741815
"PI4K2A"	0.214771061372587	0.0370681792156863	2.15733532439912	0.0355924233007764
"MSN"	-0.428795182822394	-0.45128220445098	-2.15683930714134	0.0356330581398776
"BBS1"	-0.276104612882239	0.197304790666667	-2.15676511817374	0.0356391393641576
"CCDC46"	-0.434708548131274	0.123305074392157	-2.15660088990337	0.0356526042946439
"MAP3K12"	-0.281524419131274	-0.0467924043921569	-2.15554764505766	0.0357390650780652
"PIGZ"	-0.71031796345946	-0.153748521411765	-2.15481634917305	0.0357992052650224
"CD44"	-0.48091883307529	-0.542720892137255	-2.15436498164719	0.0358363690502749
"REG3A"	0.174459302281853	-0.139104397705882	2.15410232758992	0.0358580105035721
"SIX6"	0.355993990401544	-0.138573962470588	2.15309224266641	0.035941343596927
"TMED3"	0.505170881972973	-0.104219087215686	2.15302476664684	0.0359469164898161
"SUPT5H"	-0.419928022065637	0.170743923352941	-2.15087311136436	0.0361250211525761
"VPS28"	-0.41829796996139	-0.220328726039216	-2.15055378043414	0.0361515198246632
"APOL1"	-0.513845511030888	-0.792482465019608	-2.15051735772511	0.0361545433312951
"UBTD1"	0.359527004413127	-0.0211636047843137	2.14520652896184	0.0365977839630268
"ECHDC2"	-0.347804972714286	-0.0724762478627451	-2.14514290574324	0.0366031226885231
"ITPKC"	-0.384651193289575	-0.0912068482156863	-2.14450813879469	0.0366564243815331
"PAQR5"	0.688007727380309	0.384773399745098	2.14336480754954	0.0367526020952956
"BICD2"	-0.329499908055985	-0.0804895598823529	-2.14192503275328	0.0368740313382782
"RPS16"	-0.293603180874517	0.108714546333333	-2.140534725157	0.036991622028906
"NHLH2"	0.221478728343629	-0.0808524991960784	2.13789547704203	0.0372157507105206
"ZNF236"	-0.309516251600386	0.0276964107058824	-2.1377216666382	0.0372305525894764
"TNNI3"	-0.466034529297297	0.205460498039216	-2.1364345777568	0.0373403229886642
"GC"	0.125433065061776	-0.0726573868235294	2.1362398438612	0.0373569556830813
"DGKQ"	0.256017318853282	-0.100824011568627	2.13537003171078	0.037431327676971
"ANKRD10"	-0.511850259220077	0.00975800635294118	-2.13331590757081	0.0376074772720864
"DRD4"	0.25361734180695	-0.0521189716078431	2.13274316863466	0.0376567211803492
"STS"	-0.306472531812741	-0.333903644588235	-2.12910687078206	0.0379706875365415
"GDPD2"	-0.738219242351352	0.458667427882353	-2.12899476280441	0.0379804034870404
"GPR175"	0.315045460795367	-0.117133677411765	2.12541312997649	0.0382919562220713
"HSF4"	-0.32820683419112	-0.183022508294118	-2.12477695559642	0.0383475277929491
"PSIP1"	-0.431163797451738	0.476679835098039	-2.12243763259493	0.0385524810083291
"NOL3"	-0.309156597523166	-0.028042772372549	-2.12155708222475	0.0386298756941552
"SFRS14"	-0.297845084795367	0.199856606254902	-2.1179194671753	0.0389510398672711
